var_0,var_1,var_2,var_3,var_4,var_5,var_6,error
39,31,46,47,26,16,32,5.305612918999179e-10
41,17,27,22,39,45,7,0.0005698757995957584
16,15,8,23,29,43,23,1593663143.871329
20,4,27,51,10,46,38,1.0017493017600791e-07
42,17,5,49,16,33,14,0.9902522589121676
49,26,14,22,39,6,7,1574552452.8530695
12,6,24,26,34,40,6,0.001996137235173914
4,13,30,4,50,49,33,1571694864.6934013
19,27,19,3,22,14,51,0.014933678843148003
26,18,15,47,37,44,39,2.1930157449577632e-09
33,47,18,29,36,23,48,3.635830181965921e-11
46,39,9,36,16,50,50,39636.46627062055
42,43,48,47,18,48,42,1.8997862206433474e-11
26,5,41,24,27,41,36,1.5522854269888388e-11
42,15,46,45,29,42,46,1.6472696967055653e-17
38,46,7,42,27,43,51,1593685386.126485
41,26,51,50,17,17,33,3.3125191551477054e-10
6,4,8,40,37,16,20,1578738678.7886713
10,17,5,22,3,31,35,1450427105.7312098
8,7,14,51,15,44,50,4.739192912380428e-05
32,51,47,22,4,48,19,1597177960.2790868
11,13,23,16,35,32,30,0.007709822839687313
50,28,32,4,30,31,5,0.009191324576588883
46,34,7,20,35,8,4,1574552568.925923
44,27,45,20,27,32,12,7.418679916777379e-07
14,3,31,42,19,51,8,0.00013509052958021438
19,17,25,41,34,9,36,39636.49139694136
38,18,15,13,47,25,34,3.0947613652600353e-09
47,16,12,20,43,44,37,1.3634137933894385e-07
41,10,15,19,38,14,39,7.97118828002397e-09
9,33,5,47,6,5,6,1411920858.2515147
17,26,15,34,20,10,5,0.008342213629778304
12,42,46,26,48,20,19,1.7954502565705671e-07
24,3,11,34,19,7,7,1574655949.3995757
12,5,13,25,42,48,3,0.19917321913139133
7,20,48,10,32,4,37,0.9999583098630137
18,33,37,17,15,5,28,0.9902512317294843
26,48,14,52,50,48,44,7.975899321316501e-09
25,47,10,17,50,6,6,1574554838.019176
22,22,31,40,23,8,51,1593685227.758539
39,4,9,29,41,28,40,39636.192010979306
41,10,38,14,34,9,43,39636.37658749482
31,9,42,24,35,46,52,2.600737193706653e-13
5,46,15,39,50,22,10,41742.55830301514
35,47,13,37,21,8,38,1593685386.0613756
41,3,18,8,32,20,26,3.7568348796447696e-07
37,5,26,31,4,9,46,1593687790.7732348
21,45,9,18,11,44,46,1593689295.4076893
30,46,16,23,16,22,48,1.4463218654905636e-09
43,13,27,36,50,40,38,2.437865252047233e-16
12,24,39,7,21,10,30,5.4013264392921494e-06
37,33,46,19,4,10,5,1574552704.7353652
10,4,34,11,52,42,21,0.03670990152468933
47,31,29,49,29,50,30,4.07346346687279e-17
9,29,28,3,9,16,15,0.011800315797544368
42,43,21,36,12,6,44,1593685386.1482053
21,21,52,24,39,23,43,9.606239223208166e-13
35,24,9,26,23,36,24,39636.46042074441
5,28,42,5,18,40,10,41742.55830301514
26,46,7,35,6,7,30,1593685374.6390052
52,24,28,37,14,28,34,2.800874038575334e-09
51,40,39,31,49,25,9,3.673666770848004e-05
28,52,21,37,4,51,35,1597182533.2990339
46,30,50,41,11,24,18,4.6775306642815115e-08
9,32,43,3,34,10,25,0.011800315797544368
47,40,12,6,13,32,39,5.408601914869349e-06
26,29,51,45,27,34,7,0.0005698761173454234
10,26,14,28,19,30,26,0.03670990152468933
44,10,43,41,47,9,5,42816.76081046723
13,43,51,15,14,17,18,6.76274238791663e-08
34,41,36,39,11,30,28,4.729652072558755e-08
11,49,14,4,39,38,25,0.007709822839687313
27,9,41,50,35,38,4,0.02381542310901681
29,23,49,25,33,24,20,7.602777422508727e-12
46,30,27,18,38,15,34,2.1771518332345704e-09
15,12,43,36,25,24,36,3.300147986224655e-09
41,41,21,46,15,31,42,8.666996395488989e-10
32,13,22,21,13,36,47,1.1195417285739655e-08
12,22,51,32,33,15,21,2.2080403298167652e-07
49,5,15,44,24,20,4,0.023816283815757837
44,41,3,11,45,30,4,0.9999529101375627
34,24,13,49,17,45,7,0.0005698760414978908
19,50,30,44,7,16,31,1597786875.985822
38,23,50,33,32,10,12,3.0122807955101377e-06
27,6,29,7,35,26,17,1.3893476539114457e-06
42,25,17,12,29,9,27,39636.70730838614
17,18,52,20,31,10,12,3.014013185856745e-06
48,44,27,23,45,28,4,0.02381547792361272
32,24,15,36,44,8,14,1593834269.173454
9,25,22,27,26,42,37,0.19864010430933074
44,52,46,4,21,26,51,0.00011561717884885353
45,31,31,11,34,31,6,0.007709822839687313
52,5,13,5,47,19,35,2.1955488698138437e-05
29,43,5,41,8,38,37,39399.49914861415
46,6,5,33,9,12,17,0.0022289506943337246
9,45,36,40,14,9,10,39747.72496174138
45,9,38,50,4,15,21,1597184331.805885
10,27,28,51,8,38,51,1596444157.912403
22,44,52,4,45,5,23,0.9902699249425055
20,27,41,44,27,18,4,0.023815472667285956
18,33,32,28,39,47,21,6.290531876835776e-11
7,9,4,21,20,50,48,0.999949851906655
30,32,52,10,15,25,30,0.03670990152468933
5,34,39,23,44,5,19,0.009701806888158165
52,19,30,15,23,25,43,3.519835697541713e-11
14,42,48,14,12,38,42,9.728190844404627e-08
39,16,25,33,14,35,33,2.800149533039257e-09
47,13,46,24,12,28,6,0.001997360883005788
3,4,25,20,43,6,33,2575830090.624302
24,17,30,8,17,19,47,3.7516076530585534e-07
18,39,49,20,29,30,47,4.8720526442392374e-11
22,20,46,45,4,30,39,1597183410.2483222
8,10,11,10,30,16,39,0.03670990152468933
33,36,16,30,24,46,10,1.1293306617622258e-05
50,6,43,24,5,43,16,1591665211.562411
30,19,18,21,35,16,15,1.1078625220735677e-08
23,5,3,15,39,7,49,0.9999498968336883
34,12,33,32,24,13,31,3.524741841927389e-08
7,20,46,6,11,32,16,0.0003646820137054131
25,37,48,23,11,35,14,1.5032344695965542e-07
14,38,50,33,51,19,33,1.2652360951806346e-08
26,50,16,45,18,15,42,2.526447296392181e-09
23,41,19,7,34,20,15,1.4501904720592195e-06
33,31,52,52,11,16,47,5.2221720955830636e-08
9,49,24,13,39,52,40,0.19864010430933074
47,23,4,42,18,21,3,0.9999498509303906
4,40,35,30,8,23,29,1571694864.6934013
8,31,24,31,13,52,25,4.9431665409242336e-05
36,28,31,38,27,9,3,71827.316616328
39,16,13,48,48,15,47,5.080931850986063e-08
44,22,44,18,14,51,9,3.673665475343684e-05
15,11,44,36,41,24,38,3.3368792657340278e-09
39,49,20,24,30,21,37,4.7585383821420635e-12
40,3,39,17,44,8,36,1593784702.3753731
17,12,43,41,46,47,31,2.0322809478020506e-10
21,16,45,21,6,23,13,39637.45396886881
33,20,26,19,52,13,28,3.5226005540926303e-08
26,13,18,10,26,38,47,0.03670990152468933
15,33,40,51,31,9,22,39637.92759277538
28,45,14,28,27,48,22,8.003256100126995e-09
39,14,41,47,50,20,20,8.536448321171058e-12
47,20,30,28,27,6,14,1593834270.197524
37,26,17,40,32,34,14,6.398796008818494e-08
36,35,22,29,36,3,12,0.9999499068528255
23,22,16,30,27,4,43,0.9999498969197561
28,22,27,3,29,32,16,0.014933678843148003
49,40,28,35,42,4,24,0.9999498969271406
3,14,4,49,16,14,50,0.991351638590532
37,34,16,38,20,49,40,5.642642731917836e-10
36,36,23,22,21,34,4,0.023815478278557473
36,13,36,6,24,17,30,5.231619228770263e-06
10,28,30,7,6,27,14,1599894540.9535182
18,34,37,15,34,21,17,6.739968052727516e-10
26,7,43,49,19,22,6,0.0019973224640867943
45,18,6,34,21,12,4,1574552368.938464
34,50,23,25,18,36,48,1.9950496594725734e-11
32,46,18,37,7,25,46,1597772770.277864
47,41,44,46,23,10,4,0.02416841061794999
42,4,43,11,36,20,23,0.007709822839687313
39,22,19,26,50,41,9,3.6736668613158744e-05
37,7,49,33,24,8,27,1593686900.9362397
25,33,38,38,44,36,20,8.5195158238634e-12
35,7,9,38,24,33,20,39636.41528396694
20,50,30,22,27,48,30,3.2878961449153316e-12
6,43,21,36,39,42,49,0.990163491039716
40,30,19,27,36,18,15,8.59072527076698e-09
42,39,7,50,10,15,45,1593685386.1440842
40,20,24,4,15,31,51,0.00011561717884885353
18,48,15,42,28,20,10,1.1293312729658962e-05
31,52,24,40,50,8,11,1591061712.0986443
34,3,9,52,29,12,37,1593689489.1318948
15,21,12,31,31,48,28,1.7028708453443637e-07
27,35,30,21,40,30,48,8.244817815724587e-15
6,11,18,7,40,52,5,0.9901441178225986
13,4,9,12,14,7,36,1594219085.7487981
30,6,41,35,28,25,6,0.0019974008904767994
47,50,44,49,17,6,13,1593834269.210096
39,28,45,38,49,43,6,0.0019973610752296524
40,49,9,10,15,25,17,39638.95468527622
6,24,5,16,26,23,45,0.9999498611138166
14,13,50,28,23,17,3,0.1991382993081163
36,50,7,24,3,52,28,1593685387.3738737
30,35,31,25,16,44,52,3.2693831772281755e-10
11,9,35,8,51,51,5,0.008592930922147097
11,35,24,21,25,9,23,39606.09377196901
25,23,25,9,35,46,12,0.19864010430933074
26,5,44,35,13,43,24,1.0961780051877572e-08
37,20,35,21,41,24,40,1.6424192212607686e-14
36,13,11,42,45,49,16,5.821955071428495e-07
30,51,50,18,44,13,45,3.53482751363572e-08
27,51,5,13,39,49,21,0.9902512555158327
7,46,17,29,3,52,24,1578503695.5706394
28,6,14,9,38,30,33,0.19864010430933074
6,38,6,4,14,3,15,0.9999496895737454
8,6,23,21,47,21,18,4.7409219942611154e-05
52,37,6,32,44,34,29,1593685389.7582672
30,22,23,52,4,7,31,1593685379.4463542
35,17,42,48,30,41,14,4.8909652333693415e-08
23,35,45,44,15,9,35,39636.46833681782
47,9,45,37,52,18,30,3.3975849042781985e-11
31,17,22,26,5,11,17,1591235283.1578557
42,36,29,31,41,47,9,3.673666770848004e-05
8,25,20,25,16,26,21,4.739192912380428e-05
45,38,33,7,41,48,16,1.486219201145758e-06
6,17,37,29,13,38,43,0.990163491039716
21,22,18,19,32,49,4,0.023815413103029995
44,10,44,27,11,32,50,4.726412925073903e-08
27,22,40,51,31,22,20,8.212706016717018e-12
7,39,37,9,45,13,21,0.19864010430933074
21,24,36,45,51,50,40,7.713016179852239e-13
39,9,28,33,18,3,17,0.999949897249095
11,23,29,9,48,11,23,0.04719689028453064
33,11,36,49,6,38,5,42889.31315242612
23,31,37,33,13,10,20,2.4529472696474996e-06
4,36,34,13,31,25,32,1571694864.6934013
30,14,16,52,33,11,43,5.47266442531087e-07
51,18,48,18,28,27,45,3.279946874733756e-13
27,45,31,43,51,50,31,2.1914805768528856e-16
41,45,30,4,52,12,30,0.00012927780203382503
37,30,8,11,50,35,49,1593727943.0631015
19,4,7,7,14,5,3,0.14670112731869744
25,48,43,43,44,11,23,5.472613900059049e-07
21,39,21,35,30,7,13,1593834508.5983307
40,20,31,17,9,23,41,2.809065389156651e-07
12,33,9,48,24,28,50,39647.45191443325
4,22,24,32,19,40,10,1571694864.6934013
35,22,14,27,19,26,13,1.3354916894824378e-07
41,31,7,41,19,12,37,1593685386.1672544
23,45,22,33,32,30,23,3.912523541080872e-13
41,47,48,38,47,49,12,7.41929159422217e-07
28,16,35,47,15,27,39,8.3810733869286e-10
29,21,33,25,15,16,18,1.9576431863573173e-09
4,24,4,49,12,49,38,0.9999502156711207
28,13,30,43,29,27,29,4.981178847592667e-16
23,40,39,39,17,20,34,1.0070663713358862e-10
22,42,37,11,36,19,17,0.007709822839687313
18,47,34,8,52,47,48,3.7516076530585534e-07
3,47,8,47,5,33,37,2542064920.4012628
30,52,21,9,32,41,23,0.19864010430933074
18,17,6,25,23,12,15,1593835988.5104368
34,9,46,51,30,11,7,0.0005934776366983672
11,32,23,36,42,12,19,0.007709822839687313
27,40,3,40,49,49,39,0.9999498969254033
45,42,14,37,22,46,50,7.975554313308749e-09
11,45,36,51,6,12,22,39586.204105960525
14,49,49,35,51,10,7,0.0006435774138188354
33,6,23,6,48,16,9,5.287091848933481e-05
33,13,8,33,43,16,42,1593685421.5186214
7,28,39,46,34,31,15,0.0001898046770565709
9,43,28,19,18,38,11,0.19864010430933074
6,28,33,36,23,30,32,0.990163491039716
23,37,28,32,20,49,38,1.758191522270639e-12
12,20,19,51,40,19,39,1.7954502565705671e-07
34,33,10,37,9,10,23,3.044466598909641e-06
38,26,6,18,29,21,46,1593686841.0722373
15,48,51,49,37,3,8,0.9999498508908038
31,18,17,33,18,28,4,0.023815478108175057
21,22,25,31,44,14,48,7.925538281139216e-09
47,21,23,40,39,35,7,0.0005698760398756893
15,27,33,47,43,17,22,3.5164941437255354e-09
25,11,36,3,23,43,4,0.03647243180571671
26,52,24,20,16,28,17,8.61042975752763e-10
50,18,19,52,12,27,19,2.4850193608504316e-08
15,34,14,11,48,29,35,0.007709822839687313
34,13,8,38,45,52,24,1593685234.9280982
29,30,39,52,33,11,38,5.472673831883678e-07
33,11,26,46,51,46,5,0.00851970530249086
20,38,28,29,47,13,33,3.489796033854885e-08
21,15,3,6,52,19,30,0.9999499332944386
5,31,6,6,50,6,44,1593971884.7251046
19,41,18,20,24,31,34,6.995203844729231e-11
7,9,46,48,38,6,39,1578381748.5129442
4,44,24,14,52,29,13,1571694864.6934013
5,9,10,34,23,45,47,41867.47370354725
11,49,43,23,25,13,50,0.007709822839687313
36,32,20,36,24,34,15,8.39334474682427e-09
8,20,19,42,4,7,36,1576285203.124291
38,29,25,11,12,46,4,0.02381714391134755
24,8,10,13,32,51,29,2.203736114567891e-06
28,26,44,31,20,33,27,1.1902423088062986e-12
16,36,51,9,6,42,33,39662.76677960381
9,37,4,32,4,27,52,0.9999706174638104
21,9,10,5,35,15,9,8.35061108112437e-05
6,28,15,29,22,5,15,0.9999498611138166
42,20,37,38,52,51,52,2.644050446677635e-20
8,52,23,4,11,39,41,0.0002090816942304985
4,16,36,13,12,33,15,1571694864.6934013
18,32,42,29,51,40,43,4.8720526442392374e-11
22,4,35,33,42,31,8,0.00013591746521031915
14,16,6,35,36,5,35,0.9902511622898563
7,25,42,34,6,25,51,1578375437.6040728
19,35,52,7,9,21,8,0.0001431733478563194
21,12,5,27,36,9,45,1447235637.5308614
12,34,13,31,29,8,5,1574644491.2822464
51,48,43,15,25,7,12,1593841491.7685342
18,42,6,11,15,41,3,2522401777.024073
45,3,8,11,49,11,52,1593734586.8033252
12,12,47,17,51,30,4,0.023811342889702134
51,39,51,35,3,38,36,1595308158.3229961
26,49,29,28,18,12,29,1.3637785088965635e-07
25,42,7,9,47,51,14,1594515969.9210794
29,18,46,27,26,36,50,3.500824691815503e-16
10,21,43,19,4,44,37,1596452509.6294527
39,47,37,52,39,16,46,5.305603967276892e-10
18,13,17,21,27,48,9,3.67361257541335e-05
11,7,11,14,22,38,39,0.007709822839687313
49,45,7,21,51,8,22,1593685332.2005281
20,49,47,12,12,46,6,0.0019968414889017447
15,14,8,23,13,30,3,2522165316.014856
14,46,44,36,7,28,45,1597652860.2067385
40,14,38,36,37,49,7,0.0005698761858823525
35,44,21,50,51,33,36,5.598689254369523e-13
11,31,27,48,36,26,4,0.02383336154269781
25,14,19,40,42,38,12,7.419279895895711e-07
46,6,19,11,51,19,32,0.007709822839687313
38,10,27,49,52,31,5,0.00851970531795171
15,14,17,28,43,36,27,3.5164941437255354e-09
48,44,49,25,27,13,22,3.538798480578064e-08
38,4,9,32,51,28,37,39636.192003816395
5,25,23,22,7,47,9,41552.63034710231
47,19,40,13,44,41,50,3.5467456674191994e-10
19,24,19,48,16,17,11,2.470001329691498e-06
48,24,50,21,49,46,18,1.7667807356534974e-10
14,37,43,3,30,27,4,0.03647243180571671
15,24,47,33,21,24,42,3.2970227730000964e-09
11,26,39,37,15,38,3,0.19915949653030926
44,27,29,28,3,40,43,1595308163.018551
49,9,24,20,43,33,36,2.9735840957623607e-13
31,22,19,7,24,37,22,1.486219201145758e-06
39,16,17,20,50,25,21,1.4915104213148523e-10
40,31,14,4,42,33,27,0.00011561717884885353
25,52,47,50,36,10,39,2.169406110606293e-06
7,28,25,12,31,45,3,0.19880118610639694
38,26,9,41,34,22,10,39740.49069889884
43,45,36,31,36,45,28,1.4382451148907987e-16
47,24,11,37,11,30,21,8.233188355537404e-07
21,15,36,9,42,52,27,0.19864010430933074
29,34,29,28,17,29,27,8.943139548693099e-11
32,32,27,11,13,22,47,0.007709822839687313
35,40,5,5,20,49,28,0.9902546521883838
23,39,49,30,50,13,17,3.95142484705749e-08
15,41,30,41,46,11,42,6.006541862815455e-07
39,10,11,16,24,37,16,5.826364039714226e-07
10,13,28,47,45,18,35,0.03670990152468933
39,40,29,40,40,29,17,7.82984882209528e-10
26,51,38,24,12,42,24,2.3903279079715192e-08
40,25,31,18,25,8,13,1593834968.2058449
23,43,46,30,38,35,43,4.7111315045619054e-14
17,39,48,34,39,47,47,2.032456417539609e-10
31,32,51,34,45,35,52,1.1553601765907835e-18
36,20,35,10,50,17,23,0.03670990152468933
30,48,51,15,37,6,42,1593693863.3407154
3,6,14,18,42,51,10,2511386548.7739854
19,18,31,22,7,15,17,1597656360.4348538
49,47,8,49,32,10,15,1593834269.1826725
24,45,7,45,10,26,50,1593685221.5402834
33,16,51,31,51,20,28,2.096111789140858e-12
49,27,37,10,12,35,44,0.03670990152468933
9,26,3,12,29,51,48,0.999970700330551
4,51,30,51,18,33,16,1571694864.6934013
32,46,30,11,31,12,9,0.007709822839687313
36,43,24,27,46,9,28,39636.465998555446
5,31,16,47,28,20,45,41867.47370354725
22,21,50,49,9,52,36,2.811835479728449e-07
41,20,52,45,21,44,31,3.2263092978036813e-13
19,51,28,30,38,22,32,1.2402696527130107e-11
42,41,17,34,8,6,18,1593704170.763723
3,47,16,19,45,23,37,2511386548.7739854
26,49,45,20,38,40,35,2.2629639441786088e-14
32,44,29,10,11,28,4,0.03670990152468933
35,8,26,18,19,6,17,1593662864.5161057
48,23,38,28,49,42,40,3.5004487793885153e-19
11,5,51,23,39,48,14,0.007709822839687313
41,33,10,3,35,12,46,0.014933678843148003
39,41,8,45,19,44,29,1593685389.69959
43,21,38,29,42,50,51,8.758004738330303e-20
23,19,33,20,13,38,19,1.18333869188092e-08
23,46,10,7,16,41,4,0.024206436611444393
10,12,48,7,19,3,30,0.9999585671747923
52,34,30,51,6,12,12,39616.39152050872
20,45,12,34,19,16,16,1.5464480448586463e-07
33,15,4,11,4,19,39,0.999953070305284
27,36,17,42,8,46,5,42892.23232562521
34,13,38,24,32,46,46,4.1021865555441296e-16
49,12,17,10,12,12,42,0.03670990152468933
31,46,12,17,38,22,16,1.345827636915062e-07
3,20,24,19,34,9,8,1074611633.2757351
26,28,45,37,23,45,47,2.6156817901222347e-14
42,16,7,41,15,8,37,1593685391.5838425
23,11,47,51,33,49,38,6.104278964550362e-14
37,43,24,13,50,21,36,3.5467456674191994e-10
46,29,34,20,46,27,19,6.349145194403122e-11
35,29,52,19,26,39,6,0.0019973617338639436
51,19,34,43,24,31,14,4.890943877736638e-08
36,36,48,31,7,50,27,1597772619.3573625
12,45,20,11,8,15,32,39620.53483229962
35,7,3,7,51,7,36,0.9999498909732917
48,29,21,46,21,6,52,1593685386.1465864
23,11,4,40,20,16,9,0.9999498509317212
3,47,9,42,9,42,17,2511386548.7739854
43,27,7,19,36,8,12,1593834822.6941311
34,20,22,36,9,21,9,3.4667032805677356e-05
45,14,11,49,3,7,40,1593685404.354804
19,47,23,17,45,27,3,0.1991421906628592
10,19,21,26,25,34,32,0.03670990152468933
45,25,13,30,7,20,48,1597334905.139484
35,18,50,13,38,30,29,3.5467456674191994e-10
11,39,41,5,8,15,13,39930.02167081247
27,31,7,30,11,19,34,1593685370.9113078
51,30,5,15,6,17,49,1447243741.7608438
33,45,11,14,3,35,48,1593688262.1484885
26,40,36,22,27,21,52,5.75594690002828e-13
8,15,38,42,30,34,52,4.739192912380428e-05
4,12,45,52,38,39,18,1571694864.6934013
43,46,18,44,46,29,17,1.1826583570048583e-09
5,29,8,38,31,9,46,1589166431.1832352
23,11,34,31,24,9,31,39636.46389640042
45,26,47,22,3,31,17,1595310979.8360102
4,12,32,51,12,11,19,1571694864.6934013
13,37,37,7,33,22,20,1.3893476539114457e-06
14,48,6,39,51,8,41,1593863562.3839743
21,26,3,13,27,8,23,0.9999498967892692
38,30,21,16,18,47,11,2.4732763665352902e-06
47,43,11,9,48,13,3,0.19904750293263102
41,43,23,9,35,28,42,0.19864010430933074
13,31,4,13,8,52,10,0.999949850864883
26,3,32,23,22,44,23,1.1553940852723575e-09
28,3,36,3,26,24,29,0.014933678843148003
31,52,20,30,3,21,3,2522155122.3453093
42,12,25,42,6,16,45,39645.65280853396
51,12,46,49,11,23,34,4.73284797419467e-08
8,19,42,23,28,9,12,39651.23019901809
41,35,4,14,21,48,31,0.999949896803418
24,51,51,41,43,44,38,1.2330003288717052e-14
29,52,38,44,28,30,40,1.009279906263277e-16
26,52,10,7,12,3,3,0.9999498555236089
19,52,22,12,51,19,9,3.676779627752969e-05
52,45,18,7,45,11,23,2.3974122705575653e-06
19,37,36,6,19,9,44,39731.81461867964
23,21,8,41,41,13,15,1593834281.3195
3,18,39,11,18,7,14,2575830090.624302
32,44,39,27,34,43,11,2.46976034016845e-06
27,20,24,25,34,45,33,1.0312027192107933e-14
23,44,15,47,41,15,31,2.2239185878426154e-09
27,20,39,18,20,40,11,2.470182487351716e-06
26,39,5,49,43,17,9,0.9902423405479983
15,9,37,41,15,50,47,6.362883733723046e-09
5,30,11,15,29,33,13,41867.47370354725
21,35,4,24,4,18,9,0.9999498509316317
38,18,16,39,15,36,10,1.1293306896913835e-05
49,34,52,17,43,26,20,1.097385398054235e-11
11,30,18,21,33,49,33,0.007709822839687313
26,49,45,6,30,42,9,5.287091848933481e-05
45,31,23,26,34,15,52,2.1660107760530012e-09
21,50,13,25,11,23,11,3.993630322504278e-06
5,43,12,50,44,19,17,41867.47370354725
10,48,18,22,44,39,20,0.03670990152468933
44,3,42,52,51,21,38,1.1483104189653837e-09
9,4,22,30,15,41,33,0.19864010430933074
37,42,17,24,23,12,37,1.3638011621385597e-07
29,13,32,24,31,42,25,1.4708938045985488e-14
8,49,21,18,23,19,51,4.739192912380428e-05
30,29,26,12,41,42,52,1.3343618960919636e-09
27,26,45,50,13,15,51,1.8920440840129385e-08
6,48,20,30,17,37,31,0.990163491039716
22,36,46,22,23,5,8,0.9902423403034915
42,4,11,5,13,37,17,2.4421916192568513e-05
38,31,34,41,16,50,31,3.26982729759775e-10
9,22,45,47,34,21,34,0.19864010430933074
15,47,37,40,49,13,16,4.6953402445028304e-08
3,33,38,17,10,46,22,2511386548.7739854
52,45,51,40,18,13,8,0.00013582942199946946
30,27,29,42,34,44,42,1.986084610254693e-17
31,9,21,10,45,37,26,0.03670990152468933
34,41,45,13,43,34,10,1.1292018319585679e-05
31,32,52,21,9,49,18,2.785868811763241e-07
14,12,13,44,11,47,32,2.695638067299094e-07
13,10,27,26,28,29,36,5.3859721041742016e-08
9,23,40,6,25,19,24,0.19864010430933074
19,51,36,34,45,11,31,5.479558462292361e-07
16,46,15,40,13,27,7,0.0005698852669939934
38,13,52,39,44,12,8,0.00013582919924795612
16,14,20,27,41,14,20,1.1304666129630771e-08
31,18,17,17,31,46,21,1.473199785697041e-10
42,30,32,49,5,14,23,1591561844.1313164
45,41,43,34,18,50,9,3.673666770758374e-05
7,37,3,26,14,32,10,0.999949851906655
37,6,20,46,52,35,32,4.1713372164901814e-12
39,23,42,10,24,26,10,0.03670990152468933
49,4,27,12,40,23,34,1.2623204164676392e-09
20,40,47,19,45,20,13,1.9125421968193574e-07
48,48,34,27,20,25,30,1.2048846762330113e-12
29,11,7,12,32,22,39,1593732871.527993
5,36,23,11,11,19,18,41867.47370354725
48,48,21,11,43,27,34,0.007709822839687313
22,4,13,29,35,11,3,0.1991419616519849
10,35,15,29,30,14,7,0.03670990152468933
45,24,51,7,46,3,17,0.9999498909732917
8,31,38,10,51,52,31,0.03670990152468933
46,48,37,3,48,28,10,0.014933678843148003
50,44,31,44,33,49,7,0.0005698760415830966
27,46,48,37,38,45,26,2.0164859934270544e-15
6,41,40,38,25,3,33,0.999949917313088
41,49,48,30,18,36,26,1.9116374243491785e-11
39,39,14,49,35,4,19,0.9999498970294836
18,3,26,46,21,24,31,1.3046933265089183e-09
17,35,15,5,10,46,52,2.3602119351315444e-05
11,38,6,52,16,50,32,1591343965.5838513
38,48,25,13,40,43,35,3.5467456674191994e-10
24,25,13,17,24,7,32,1593687190.8972697
22,50,46,37,49,28,39,1.8143856968326404e-13
40,35,25,10,13,35,23,0.03670990152468933
15,41,18,30,7,41,38,1597819515.1142654
24,24,44,13,16,18,18,1.406848967178137e-09
48,52,25,47,36,49,52,2.1666777224216594e-15
43,15,3,39,31,24,51,0.9999498969252898
44,42,33,14,47,13,22,3.6368850710969503e-08
15,36,13,23,15,4,17,0.9999498963661945
15,42,43,35,51,52,25,3.300147986224655e-09
52,13,32,37,12,47,15,3.4507047530493344e-08
38,45,17,4,48,6,32,1614479591.768306
22,49,26,7,42,48,13,1.5863550649748208e-06
46,19,31,7,19,30,24,1.486219201145758e-06
9,52,23,10,45,33,22,0.19864010430933074
9,11,52,47,25,29,18,0.19864010430933074
42,44,20,30,28,50,46,2.066365504298494e-12
29,23,6,36,22,45,31,1593685390.4524474
7,7,50,39,40,9,21,1575589338.1810915
5,12,15,42,39,34,11,41742.55830301514
5,10,35,44,49,45,15,41867.47370354725
51,31,4,3,35,41,26,0.9914649701762802
34,43,45,14,22,52,46,1.0443088357052099e-10
26,19,51,52,30,43,40,7.638331163448509e-16
6,9,9,15,47,27,10,0.000817438156844598
11,37,38,13,52,26,9,0.007709822839687313
27,33,30,19,3,15,45,1595358378.9135764
50,9,20,31,28,13,40,3.527107766651933e-08
41,45,42,16,20,8,46,1593687282.8236132
49,12,29,23,27,26,51,1.5242584577014395e-15
26,40,32,34,24,48,26,1.3423226810835e-14
27,41,19,33,23,30,21,1.3009786301036076e-11
