var_0,var_1,var_2,error,time,memory_mean,memory_peak
29,15,11,7.757015446594403e-07,30.024308443069458,3.664026,4.989491
38,30,13,4.7658098278548486e-08,29.468672275543213,4.260875,5.566514
36,49,10,3.016127331824935e-06,30.160746812820435,3.366471,4.701914
13,40,28,4.388700263663898e-17,30.021376609802246,6.08709,7.331859
43,32,51,4.7373850839684766e-20,30.233805894851685,6.067004,7.31179
11,35,50,7.4840035773294675e-22,30.31797480583191,6.086973,7.331792
51,7,19,5.418707406526372e-05,30.247697114944458,5.928545,7.178409
45,45,4,0.011484236733074,29.34378671646118,1.986006,3.369173
8,21,8,4.8226162971892046e-05,30.278334856033325,2.78721,4.142018
21,33,49,1.212249666133848e-20,30.216342210769653,6.087111,7.331918
13,16,39,2.039924648685308e-10,31.02091956138611,6.065949,7.310733
7,27,41,4.9153278769311256e-17,29.66346502304077,6.087316,7.332019
42,23,6,0.0007685882049677,31.028309106826782,2.267494,3.640115
6,9,48,3.41234435484682e-06,29.73289155960083,6.067874,7.312624
41,38,18,4.5980675129926346e-11,30.589826583862305,5.725107,6.982032
17,35,36,1.4509983218804385e-21,30.161264419555664,6.08686,7.331597
48,40,47,7.314047655580887e-25,30.154150247573853,6.087426,7.332207
15,16,12,1.9445359624507722e-07,30.144325971603394,3.961829,5.277477
19,46,14,1.1836337436275304e-08,30.069380283355713,4.544524,5.840165
27,42,44,6.062461940945078e-26,29.498980283737183,6.077992,7.322761
40,8,28,1.3596346634521435e-05,29.59190034866333,6.073051,7.317825
28,24,50,3.170630482038761e-15,29.409859895706177,6.075186,7.319838
40,45,23,4.475075138776909e-14,30.430071115493774,6.070523,7.315307
48,44,24,1.1448067825875084e-14,30.469985961914062,6.082033,7.326852
5,26,30,2.0662127326402679e-16,29.385794639587402,6.078779,7.323532
26,30,22,1.809311282076714e-13,30.156481742858887,6.066592,7.311657
10,8,44,1.3596347311790382e-05,30.284393548965454,6.087352,7.33199
32,30,26,7.385876093521372e-16,30.298217058181763,6.071266,7.316044
6,46,43,4.450741231773781e-26,30.128249406814575,6.085836,7.330593
34,35,18,4.5980675129926346e-11,30.2906551361084,5.725109,6.982035
44,30,25,2.830158955920636e-15,30.36086869239807,6.085988,7.330712
13,27,30,5.734975156943597e-17,30.39069652557373,6.07368,7.318379
14,38,6,0.0007685882049677,29.424322605133057,2.267487,3.640108
35,39,29,1.0950379672252509e-17,30.414330005645752,6.082774,7.327521
10,15,43,8.171854137517391e-10,29.506500720977783,6.068323,7.312987
44,18,49,1.3095382139857453e-11,30.926698446273804,6.085052,7.329838
23,16,48,2.0399246749193302e-10,30.315345525741577,6.081221,7.325973
